abstract_num,title,cluster_label,mentions,mention_count
157,Simulations of Common Unsupervised Domain Adaptation Algorithms for Image Classification,distribution disparity problem,This distribution disparity; this problem,2
157,Simulations of Common Unsupervised Domain Adaptation Algorithms for Image Classification,recent DA techniques,recent DA techniques; these techniques; their,3
157,Simulations of Common Unsupervised Domain Adaptation Algorithms for Image Classification,[singleton] Traditional machine learning,Traditional machine learning,1
157,Simulations of Common Unsupervised Domain Adaptation Algorithms for Image Classification,[singleton] training and test sets,training and test sets,1
157,Simulations of Common Unsupervised Domain Adaptation Algorithms for Image Classification,[singleton] the trained model,the trained model,1
157,Simulations of Common Unsupervised Domain Adaptation Algorithms for Image Classification,[singleton] new data sets,new data sets,1
157,Simulations of Common Unsupervised Domain Adaptation Algorithms for Image Classification,[singleton] unsupervised domain adaptation,unsupervised domain adaptation,1
157,Simulations of Common Unsupervised Domain Adaptation Algorithms for Image Classification,[singleton] the source domain,the source domain,1
157,Simulations of Common Unsupervised Domain Adaptation Algorithms for Image Classification,[singleton] public data sets,public data sets,1
157,Simulations of Common Unsupervised Domain Adaptation Algorithms for Image Classification,[singleton] Safe Self-Refinement for Transformer based DA,Safe Self-Refinement for Transformer based DA,1
157,Simulations of Common Unsupervised Domain Adaptation Algorithms for Image Classification,[singleton] the highest accuracy (91.6),the highest accuracy (91.6),1
157,Simulations of Common Unsupervised Domain Adaptation Algorithms for Image Classification,[singleton] the office-31 data set,the office-31 data set,1
157,Simulations of Common Unsupervised Domain Adaptation Algorithms for Image Classification,[singleton] the Office-Home data set,the Office-Home data set,1
157,Simulations of Common Unsupervised Domain Adaptation Algorithms for Image Classification,[singleton] limited batch sizes,limited batch sizes,1
157,Simulations of Common Unsupervised Domain Adaptation Algorithms for Image Classification,[singleton] the reader s comprehension,the reader s comprehension,1
157,Simulations of Common Unsupervised Domain Adaptation Algorithms for Image Classification,[self-reference],our,1
158,HSVA: Hierarchical Semantic-Visual Adaptation for Zero-Shot Learning,Zero-shot learning (ZSL),Zero-shot learning; ZSL; ZSL; ZSL,4
158,HSVA: Hierarchical Semantic-Visual Adaptation for Zero-Shot Learning,the visual and semantic domains,the visual and semantic domains; the semantic and visual domains; the two domains; the semantic and visual domains,4
158,HSVA: Hierarchical Semantic-Visual Adaptation for Zero-Shot Learning,one-step adaptation strategy,one-step adaptation; This strategy,2
158,HSVA: Hierarchical Semantic-Visual Adaptation for Zero-Shot Learning,HSVA: hierarchical semantic-visual adaptation framework,a novel hierarchical semantic-visual adaptation framework; HSVA; HSVA,3
158,HSVA: Hierarchical Semantic-Visual Adaptation for Zero-Shot Learning,structure adaptation,structure adaptation; the structure adaptation step,2
158,HSVA: Hierarchical Semantic-Visual Adaptation for Zero-Shot Learning,distribution adaptation,distribution adaptation; the distribution adaptation step,2
158,HSVA: Hierarchical Semantic-Visual Adaptation for Zero-Shot Learning,[singleton] the unseen class recognition problem,the unseen class recognition problem,1
158,HSVA: Hierarchical Semantic-Visual Adaptation for Zero-Shot Learning,[singleton] semantic knowledge,semantic knowledge,1
158,HSVA: Hierarchical Semantic-Visual Adaptation for Zero-Shot Learning,[singleton] seen classes,seen classes,1
158,HSVA: Hierarchical Semantic-Visual Adaptation for Zero-Shot Learning,[singleton] unseen ones,unseen ones,1
158,HSVA: Hierarchical Semantic-Visual Adaptation for Zero-Shot Learning,[singleton] a common (latent) space,a common (latent) space,1
158,HSVA: Hierarchical Semantic-Visual Adaptation for Zero-Shot Learning,[singleton] existing common space learning methods,existing common space learning methods,1
158,HSVA: Hierarchical Semantic-Visual Adaptation for Zero-Shot Learning,[singleton] the feature representations,the feature representations,1
158,HSVA: Hierarchical Semantic-Visual Adaptation for Zero-Shot Learning,[singleton] a hierarchical two-step adaptation,a hierarchical two-step adaptation,1
158,HSVA: Hierarchical Semantic-Visual Adaptation for Zero-Shot Learning,[singleton] two task-specific encoders,two task-specific encoders,1
158,HSVA: Hierarchical Semantic-Visual Adaptation for Zero-Shot Learning,[singleton] the source data,the source data,1
158,HSVA: Hierarchical Semantic-Visual Adaptation for Zero-Shot Learning,[singleton] the target data,the target data,1
158,HSVA: Hierarchical Semantic-Visual Adaptation for Zero-Shot Learning,[singleton] a structure-aligned common space,a structure-aligned common space,1
158,HSVA: Hierarchical Semantic-Visual Adaptation for Zero-Shot Learning,[singleton] a supervised adversarial discrepancy module,a supervised adversarial discrepancy module,1
158,HSVA: Hierarchical Semantic-Visual Adaptation for Zero-Shot Learning,[singleton] the predictions of two task-specific classifiers,the predictions of two task-specific classifiers,1
158,HSVA: Hierarchical Semantic-Visual Adaptation for Zero-Shot Learning,[singleton] the visual and semantic feature manifolds,the visual and semantic feature manifolds,1
158,HSVA: Hierarchical Semantic-Visual Adaptation for Zero-Shot Learning,[singleton] the Wasserstein distance,the Wasserstein distance,1
158,HSVA: Hierarchical Semantic-Visual Adaptation for Zero-Shot Learning,[singleton] the latent multivariate Gaussian distributions,the latent multivariate Gaussian distributions,1
158,HSVA: Hierarchical Semantic-Visual Adaptation for Zero-Shot Learning,[singleton] the visual and semantic distributions,the visual and semantic distributions,1
158,HSVA: Hierarchical Semantic-Visual Adaptation for Zero-Shot Learning,[singleton] a common encoder,a common encoder,1
158,HSVA: Hierarchical Semantic-Visual Adaptation for Zero-Shot Learning,[singleton] two partially-aligned variational autoencoders,two partially-aligned variational autoencoders,1
158,HSVA: Hierarchical Semantic-Visual Adaptation for Zero-Shot Learning,[singleton] four benchmark datasets,four benchmark datasets,1
158,HSVA: Hierarchical Semantic-Visual Adaptation for Zero-Shot Learning,[self-reference],we; we; we,3
159,CLIP in Medical Imaging: A Survey,CLIP (Contrastive Language-Image Pre-training),Contrastive Language-Image Pre-training; a simple yet effective pre-training paradigm; It; its; CLIP; the CLIP; CLIP; CLIP; the CLIP paradigm; its,10
159,CLIP in Medical Imaging: A Survey,this survey,this survey; this paper; this survey,3
159,CLIP in Medical Imaging: A Survey,the medical imaging domain,the medical imaging domain; the domain of medical imaging; the medical imaging domain; medical imaging domain,4
159,CLIP in Medical Imaging: A Survey,[singleton] text supervision,text supervision,1
159,CLIP in Medical Imaging: A Survey,[singleton] vision models,vision models,1
159,CLIP in Medical Imaging: A Survey,[singleton] image-text alignment,image-text alignment,1
159,CLIP in Medical Imaging: A Survey,[singleton] a critical component in diverse clinical tasks,a critical component in diverse clinical tasks,1
159,CLIP in Medical Imaging: A Survey,[singleton] CLIP methodology,CLIP methodology,1
159,CLIP in Medical Imaging: A Survey,[singleton] medical images and reports,medical images and reports,1
159,CLIP in Medical Imaging: A Survey,[singleton] CLIP pre-trained models,CLIP pre-trained models,1
159,CLIP in Medical Imaging: A Survey,[singleton] classification,classification,1
159,CLIP in Medical Imaging: A Survey,[singleton] dense prediction,dense prediction,1
159,CLIP in Medical Imaging: A Survey,[singleton] cross-modal tasks,cross-modal tasks,1
159,CLIP in Medical Imaging: A Survey,[singleton] researchers,researchers,1
159,CLIP in Medical Imaging: A Survey,[self-reference],we; We; We,3
160,Assessing domain adaptation techniques for mitosis detection in multi-scanner breast cancer histopathology images,Breast cancer,Breast cancer; the most commonly diagnosed cancer worldwide,2
